age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
35.0;admin.;married;university.degree;no;yes;no;cellular;apr;thu;330;1;10;1;success;-1.8;93.749;-34.6;0.644;5008.7;yes
35.0;blue-collar;married;professional.course;no;no;no;telephone;may;wed;306;5;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no
28.0;blue-collar;single;professional.course;no;no;no;cellular;jul;wed;1290;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;yes
66.0;retired;married;basic.4y;no;no;yes;cellular;apr;wed;139;5;999;1;failure;-1.8;93.075;-47.1;1.415;5099.1;yes
50.0;housemaid;divorced;basic.4y;unknown;no;no;telephone;may;wed;339;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;no
39.0;management;married;university.degree;no;yes;yes;cellular;sep;tue;358;2;999;0;nonexistent;-1.1;94.199;-37.5;0.877;4963.6;yes
44.0;admin.;married;basic.9y;unknown;yes;no;cellular;aug;wed;77;2;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no
31.0;admin.;married;high.school;no;no;no;telephone;may;mon;313;2;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no
28.0;services;single;high.school;no;yes;no;cellular;jul;thu;957;1;6;1;success;-1.7;94.215;-40.3;0.846;4991.6;yes
42.0;admin.;married;university.degree;no;yes;no;cellular;aug;tue;84;4;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
36.0;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;mon;131;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
41.0;admin.;divorced;university.degree;no;yes;no;cellular;nov;mon;479;1;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;no
26.0;admin.;married;university.degree;no;yes;no;cellular;mar;mon;175;5;999;0;nonexistent;-1.8;92.84299999999999;-50.0;1.811;5099.1;yes
31.0;technician;married;professional.course;no;no;no;cellular;aug;thu;184;1;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no
37.0;admin.;married;university.degree;no;yes;no;cellular;apr;wed;135;1;999;0;nonexistent;-1.8;93.075;-47.1;1.415;5099.1;yes
59.0;self-employed;married;university.degree;no;no;no;cellular;dec;mon;193;1;999;1;failure;-3.0;92.713;-33.0;0.706;5023.5;no
39.0;blue-collar;married;basic.4y;unknown;yes;no;telephone;may;wed;85;1;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no
26.0;admin.;single;high.school;no;unknown;unknown;cellular;nov;mon;347;1;999;0;nonexistent;-3.4;92.649;-30.1;0.715;5017.5;yes
30.0;blue-collar;single;basic.4y;no;yes;no;cellular;jul;tue;82;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no
31.0;blue-collar;married;basic.6y;no;no;no;telephone;jun;fri;1573;5;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;yes
35.0;unemployed;married;university.degree;no;no;no;telephone;may;thu;17;25;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;no
41.0;blue-collar;married;basic.9y;no;no;no;cellular;oct;mon;104;1;999;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;5017.5;no
32.0;blue-collar;married;basic.9y;no;no;no;cellular;apr;thu;583;1;5;1;success;-1.8;93.075;-47.1;1.41;5099.1;yes
45.0;blue-collar;single;basic.9y;no;no;no;telephone;jun;mon;185;1;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no
38.0;services;married;high.school;no;no;no;telephone;may;mon;219;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
35.0;admin.;married;high.school;no;yes;yes;cellular;jun;tue;444;1;999;1;failure;-2.9;92.963;-40.8;1.262;5076.2;no
31.0;technician;married;professional.course;no;yes;no;cellular;jun;tue;243;5;9;2;success;-1.7;94.055;-39.8;0.723;4991.6;yes
41.0;management;married;basic.6y;no;yes;no;telephone;may;wed;648;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;yes
32.0;blue-collar;married;basic.6y;unknown;no;no;telephone;may;thu;60;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no
64.0;retired;married;university.degree;no;no;no;cellular;aug;fri;102;1;999;1;failure;-2.9;92.20100000000001;-31.4;0.8490000000000001;5076.2;no
33.0;blue-collar;married;basic.9y;no;no;no;cellular;may;fri;728;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;yes
36.0;services;single;high.school;no;no;no;cellular;may;mon;288;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.244;5099.1;no
34.0;technician;married;high.school;no;yes;no;cellular;may;mon;225;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;no
24.0;admin.;;high.school;no;yes;no;telephone;jul;mon;722;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;no
35.0;services;single;high.school;no;yes;no;telephone;may;fri;473;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;no
31.0;self-employed;married;university.degree;no;no;no;cellular;sep;wed;152;1;3;1;success;-3.4;92.37899999999999;-29.8;0.768;5017.5;yes
31.0;admin.;married;high.school;no;no;no;cellular;jul;thu;634;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;yes
34.0;blue-collar;married;high.school;no;yes;no;cellular;mar;fri;115;1;999;0;nonexistent;-1.8;93.369;-34.8;0.653;5008.7;yes
55.0;management;single;basic.4y;no;yes;no;telephone;jun;wed;58;3;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;no
28.0;admin.;single;university.degree;no;no;no;cellular;aug;fri;262;1;4;2;success;-2.9;92.20100000000001;-31.4;0.8809999999999999;5076.2;yes
42.0;technician;single;professional.course;no;no;no;cellular;may;wed;531;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.281;5099.1;yes
29.0;admin.;single;university.degree;no;yes;no;cellular;jul;fri;243;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.957;5228.1;no
27.0;admin.;single;high.school;no;no;no;telephone;aug;wed;415;3;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.8340000000000001;5076.2;yes
49.0;entrepreneur;married;university.degree;unknown;yes;no;telephone;may;mon;1042;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;yes
48.0;technician;married;university.degree;no;yes;yes;cellular;oct;tue;337;2;999;0;nonexistent;-1.1;94.601;-49.5;1.008;4963.6;yes
34.0;management;married;high.school;no;no;no;telephone;may;mon;221;4;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no
35.0;admin.;single;high.school;no;no;no;cellular;may;tue;147;4;999;1;failure;-1.8;92.89299999999999;-46.2;1.291;5099.1;no
33.0;unemployed;single;unknown;no;yes;no;cellular;sep;fri;224;2;999;1;failure;-1.1;94.199;-37.5;0.879;4963.6;yes
34.0;admin.;married;university.degree;no;yes;no;telephone;may;fri;37;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;no
19.0;student;single;basic.4y;no;no;yes;cellular;apr;wed;371;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;yes
29.0;self-employed;married;university.degree;no;yes;no;cellular;mar;wed;95;4;999;0;nonexistent;-1.8;92.84299999999999;-50.0;1.663;5099.1;yes
32.0;services;married;high.school;unknown;yes;no;cellular;may;mon;536;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.244;5099.1;yes
26.0;blue-collar;single;high.school;no;yes;no;telephone;nov;fri;208;2;3;1;success;-3.4;92.649;-30.1;0.7140000000000001;5017.5;yes
29.0;admin.;single;high.school;no;yes;no;cellular;apr;thu;275;1;999;0;nonexistent;-1.8;93.075;-47.1;1.41;5099.1;no
32.0;blue-collar;single;high.school;no;no;no;cellular;jun;mon;247;1;2;2;success;-1.7;94.055;-39.8;0.754;4991.6;yes
57.0;admin.;single;high.school;no;unknown;unknown;telephone;oct;tue;513;1;999;0;nonexistent;-3.4;92.431;-26.9;0.737;5017.5;yes
36.0;blue-collar;single;basic.4y;no;yes;no;telephone;may;mon;143;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
50.0;admin.;married;high.school;unknown;yes;no;telephone;jun;tue;85;5;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
35.0;admin.;married;university.degree;no;no;no;telephone;may;wed;41;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no
54.0;blue-collar;married;high.school;no;yes;no;telephone;jul;thu;445;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no
60.0;admin.;married;high.school;no;unknown;unknown;cellular;apr;thu;208;1;2;1;success;-1.8;93.075;-47.1;1.365;5099.1;yes
31.0;admin.;married;university.degree;no;yes;no;telephone;nov;mon;44;1;999;0;nonexistent;-0.1;93.2;-42.0;4.7330000000000005;5195.8;no
26.0;admin.;single;university.degree;no;no;no;telephone;may;tue;90;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
37.0;services;divorced;basic.4y;no;no;no;cellular;may;fri;167;3;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.25;5099.1;no
47.0;admin.;divorced;high.school;no;yes;no;telephone;jun;thu;1224;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;yes
40.0;self-employed;married;university.degree;unknown;yes;yes;cellular;nov;thu;1490;3;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;yes
54.0;blue-collar;married;basic.4y;no;yes;no;telephone;may;wed;62;5;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no
34.0;housemaid;single;high.school;no;no;no;cellular;may;wed;391;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.281;5099.1;yes
42.0;admin.;married;professional.course;unknown;yes;no;cellular;aug;thu;133;1;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no
48.0;admin.;divorced;high.school;no;no;yes;cellular;apr;fri;2139;3;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;yes
52.0;admin.;divorced;high.school;unknown;no;no;cellular;jul;fri;67;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no
47.0;technician;married;professional.course;no;yes;no;cellular;nov;thu;329;4;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;yes
37.0;admin.;married;high.school;no;yes;yes;cellular;apr;fri;171;1;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;no
26.0;admin.;single;high.school;no;yes;no;telephone;apr;wed;170;3;999;0;nonexistent;-1.8;93.075;-47.1;1.415;5099.1;yes
32.0;blue-collar;single;high.school;no;yes;no;cellular;apr;fri;1080;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;yes
50.0;blue-collar;married;basic.4y;no;yes;no;cellular;apr;fri;100;3;999;0;nonexistent;-1.8;93.075;-47.1;1.479;5099.1;no
26.0;services;single;high.school;no;no;no;cellular;apr;thu;177;1;1;3;success;-1.8;93.075;-47.1;1.483;5099.1;no
29.0;admin.;single;university.degree;no;yes;no;telephone;jun;tue;128;1;999;0;nonexistent;-2.9;92.963;-40.8;1.262;5076.2;no
37.0;admin.;divorced;university.degree;unknown;yes;no;cellular;may;mon;442;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.244;5099.1;yes
45.0;self-employed;divorced;university.degree;no;no;yes;cellular;jul;mon;890;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;yes
51.0;admin.;married;basic.4y;unknown;no;no;cellular;may;tue;516;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.344;5099.1;no
51.0;technician;married;professional.course;no;yes;no;cellular;aug;tue;96;4;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no
24.0;services;single;high.school;no;yes;no;telephone;may;fri;64;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no
40.0;management;single;university.degree;no;no;yes;cellular;may;fri;217;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;no
48.0;admin.;married;basic.9y;no;yes;no;cellular;aug;tue;1181;2;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;yes
35.0;admin.;divorced;university.degree;no;no;yes;telephone;may;tue;232;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no
41.0;technician;married;professional.course;no;no;no;cellular;jun;tue;160;2;999;0;nonexistent;-2.9;92.963;-40.8;1.262;5076.2;yes
45.0;admin.;married;high.school;unknown;yes;no;cellular;jul;mon;201;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no
33.0;technician;married;high.school;no;yes;no;cellular;may;thu;90;5;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.266;5099.1;no
33.0;blue-collar;single;high.school;no;yes;no;cellular;may;fri;435;2;999;1;failure;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;no
53.0;services;married;basic.6y;no;yes;no;cellular;may;thu;24;6;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.266;5099.1;no
57.0;housemaid;divorced;basic.4y;no;yes;no;telephone;may;mon;293;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
38.0;blue-collar;married;basic.9y;no;yes;no;cellular;apr;mon;22;4;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
28.0;student;single;unknown;no;yes;no;cellular;dec;wed;102;2;999;0;nonexistent;-3.0;92.713;-33.0;0.706;5023.5;no
26.0;admin.;single;university.degree;no;unknown;unknown;cellular;jun;tue;271;2;3;1;success;-2.9;92.963;-40.8;1.262;5076.2;yes
24.0;services;single;high.school;no;yes;no;cellular;apr;wed;209;1;999;0;nonexistent;-1.8;93.075;-47.1;1.445;5099.1;yes
53.0;technician;married;university.degree;no;unknown;unknown;cellular;apr;thu;758;2;999;2;failure;-1.8;93.749;-34.6;0.64;5008.7;yes
58.0;retired;divorced;professional.course;unknown;no;no;telephone;jun;mon;210;2;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
48.0;admin.;single;university.degree;no;no;yes;telephone;may;fri;121;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;no
27.0;admin.;single;high.school;no;yes;yes;cellular;may;thu;99;7;999;1;failure;-1.8;92.89299999999999;-46.2;1.266;5099.1;no
48.0;blue-collar;married;basic.9y;no;yes;no;telephone;may;mon;529;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
32.0;unknown;married;basic.9y;no;no;no;cellular;aug;thu;390;3;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no
82.0;retired;divorced;basic.4y;no;no;no;cellular;apr;mon;529;1;6;2;success;-1.8;93.749;-34.6;0.643;5008.7;yes
32.0;blue-collar;married;basic.4y;no;yes;yes;cellular;may;wed;107;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.334;5099.1;no
37.0;blue-collar;single;university.degree;unknown;yes;no;cellular;may;thu;166;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.327;5099.1;no
39.0;admin.;married;university.degree;no;yes;yes;cellular;aug;fri;343;2;14;1;success;-2.9;92.20100000000001;-31.4;0.8490000000000001;5076.2;yes
48.0;retired;married;basic.9y;no;yes;no;telephone;may;wed;120;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no
38.0;blue-collar;married;basic.4y;no;no;yes;cellular;apr;mon;287;3;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
26.0;services;single;high.school;no;no;yes;telephone;jun;mon;74;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
36.0;services;married;high.school;no;yes;no;telephone;may;tue;128;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
29.0;admin.;married;university.degree;no;yes;no;cellular;may;thu;133;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.266;5099.1;no
36.0;self-employed;married;basic.9y;no;yes;yes;cellular;may;tue;731;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.344;5099.1;yes
27.0;admin.;single;high.school;no;yes;yes;cellular;may;wed;46;4;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.281;5099.1;no
29.0;services;single;high.school;no;no;no;cellular;jul;fri;320;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.957;5228.1;no
47.0;admin.;divorced;high.school;no;yes;no;cellular;may;mon;142;4;999;1;failure;-1.8;92.89299999999999;-46.2;1.264;5099.1;no
41.0;admin.;married;university.degree;no;yes;no;telephone;may;wed;187;3;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;no
36.0;self-employed;single;university.degree;no;no;no;cellular;nov;mon;406;1;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;no
37.0;admin.;married;university.degree;unknown;no;no;cellular;aug;thu;535;1;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;yes
29.0;technician;single;professional.course;no;no;no;telephone;may;tue;125;4;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.291;5099.1;no
51.0;technician;married;professional.course;no;no;yes;cellular;dec;mon;267;2;999;0;nonexistent;-3.0;92.713;-33.0;0.7090000000000001;5023.5;yes
60.0;technician;married;professional.course;unknown;no;no;cellular;jul;tue;82;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no
32.0;admin.;married;university.degree;no;yes;yes;cellular;jun;tue;82;1;999;0;nonexistent;-2.9;92.963;-40.8;1.262;5076.2;yes
53.0;management;married;university.degree;no;no;no;cellular;aug;tue;864;3;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no
31.0;services;married;basic.9y;no;no;no;cellular;jun;mon;84;1;999;0;nonexistent;-2.9;92.963;-40.8;1.266;5076.2;yes
47.0;blue-collar;divorced;basic.4y;no;no;no;telephone;jun;mon;140;3;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no
23.0;blue-collar;married;basic.9y;no;no;no;telephone;may;mon;633;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
35.0;technician;married;unknown;unknown;no;no;telephone;may;thu;1224;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;yes
41.0;services;divorced;high.school;no;yes;no;cellular;may;mon;622;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;no
57.0;technician;divorced;professional.course;no;no;no;cellular;jul;tue;624;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no
38.0;services;single;basic.9y;no;no;yes;cellular;may;tue;515;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.291;5099.1;yes
43.0;management;married;basic.6y;unknown;no;no;telephone;may;wed;347;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
38.0;admin.;married;high.school;no;yes;no;telephone;jun;thu;1411;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
35.0;admin.;married;high.school;no;yes;no;cellular;apr;wed;1190;1;999;0;nonexistent;-1.8;93.075;-47.1;1.445;5099.1;yes
50.0;admin.;married;university.degree;no;yes;no;telephone;may;fri;152;4;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;no
50.0;admin.;married;high.school;no;yes;no;cellular;oct;thu;326;1;999;0;nonexistent;-1.1;94.601;-49.5;0.987;4963.6;yes
27.0;services;single;high.school;no;no;no;telephone;may;fri;156;2;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;no
56.0;housemaid;married;high.school;no;yes;yes;telephone;may;mon;290;3;999;1;failure;-1.8;92.89299999999999;-46.2;1.354;5099.1;no
80.0;retired;divorced;basic.4y;no;yes;yes;cellular;apr;thu;554;1;10;2;success;-1.8;93.749;-34.6;0.644;5008.7;yes
62.0;retired;married;university.degree;unknown;no;no;cellular;oct;fri;717;2;999;0;nonexistent;-3.4;92.431;-26.9;0.7390000000000001;5017.5;yes
46.0;blue-collar;married;basic.6y;unknown;yes;no;telephone;may;tue;467;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
37.0;unemployed;married;professional.course;no;yes;no;cellular;nov;thu;318;2;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;no
47.0;technician;married;basic.9y;no;yes;no;telephone;may;tue;271;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no
25.0;admin.;single;high.school;no;yes;no;telephone;jun;thu;1243;7;999;0;nonexistent;1.4;94.465;-41.8;4.958;5228.1;yes
43.0;admin.;married;high.school;no;yes;no;cellular;aug;tue;291;2;3;2;success;-2.9;92.20100000000001;-31.4;0.838;5076.2;yes
34.0;blue-collar;divorced;basic.4y;no;no;no;cellular;apr;fri;204;5;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
33.0;technician;married;high.school;no;unknown;unknown;cellular;apr;mon;122;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
44.0;blue-collar;married;basic.4y;no;yes;no;telephone;may;wed;786;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;yes
29.0;technician;single;professional.course;no;yes;no;cellular;jun;wed;226;2;6;1;success;-1.7;94.055;-39.8;0.7040000000000001;4991.6;yes
54.0;services;married;high.school;unknown;no;yes;cellular;jul;thu;338;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no
29.0;student;single;high.school;no;unknown;unknown;cellular;aug;tue;505;1;4;3;success;-2.9;92.20100000000001;-31.4;0.884;5076.2;yes
47.0;self-employed;married;basic.9y;no;yes;no;cellular;jul;wed;1359;6;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;yes
34.0;blue-collar;married;basic.6y;unknown;yes;yes;cellular;nov;wed;182;2;999;1;failure;-0.1;93.2;-42.0;4.12;5195.8;no
29.0;management;single;basic.9y;no;no;yes;cellular;jul;fri;968;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.957;5228.1;yes
28.0;student;single;basic.4y;no;no;no;telephone;may;thu;484;8;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;no
37.0;unemployed;married;university.degree;no;yes;no;cellular;mar;tue;195;1;999;0;nonexistent;-1.8;92.84299999999999;-50.0;1.614;5099.1;yes
33.0;blue-collar;single;basic.6y;no;no;yes;cellular;jul;mon;380;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;no
51.0;unemployed;married;basic.6y;no;yes;no;cellular;jun;thu;262;2;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2;yes
43.0;management;married;university.degree;no;yes;no;telephone;may;fri;339;4;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;no
49.0;blue-collar;married;basic.4y;unknown;no;no;telephone;may;wed;432;1;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no
30.0;technician;single;university.degree;no;no;no;cellular;aug;wed;157;8;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no
33.0;technician;married;professional.course;no;yes;no;telephone;oct;wed;171;1;999;0;nonexistent;-0.1;93.79799999999999;-40.4;4.827;5195.8;yes
34.0;blue-collar;single;high.school;no;no;no;cellular;apr;tue;259;2;999;2;failure;-1.8;93.075;-47.1;1.423;5099.1;no
26.0;student;single;professional.course;no;yes;no;cellular;aug;tue;176;2;999;1;failure;-2.9;92.20100000000001;-31.4;0.883;5076.2;yes
50.0;technician;married;university.degree;no;yes;no;cellular;mar;fri;809;1;999;0;nonexistent;-1.8;93.369;-34.8;0.653;5008.7;yes
39.0;housemaid;divorced;basic.9y;no;no;no;cellular;jul;thu;926;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.958;5228.1;yes
39.0;admin.;married;university.degree;no;no;no;cellular;may;tue;614;3;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.291;5099.1;yes
31.0;admin.;married;unknown;no;yes;no;cellular;may;wed;7;11;999;1;failure;-1.8;92.89299999999999;-46.2;1.334;5099.1;no
72.0;admin.;married;university.degree;unknown;no;yes;cellular;oct;tue;143;1;6;1;success;-3.4;92.431;-26.9;0.728;5017.5;yes
46.0;blue-collar;married;basic.9y;unknown;no;no;cellular;aug;thu;124;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;no
41.0;blue-collar;divorced;basic.6y;no;yes;no;telephone;jun;mon;36;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
33.0;technician;single;professional.course;no;no;yes;telephone;jun;fri;241;3;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
54.0;admin.;married;university.degree;no;yes;yes;cellular;aug;fri;204;1;999;1;failure;-2.9;92.20100000000001;-31.4;0.8490000000000001;5076.2;yes
34.0;admin.;single;high.school;no;no;no;cellular;sep;thu;204;1;12;1;success;-1.1;94.199;-37.5;0.879;4963.6;yes
51.0;admin.;married;basic.9y;no;no;no;telephone;may;fri;25;5;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;no
35.0;blue-collar;married;basic.9y;no;yes;no;telephone;may;mon;118;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
53.0;admin.;married;university.degree;no;yes;no;telephone;may;tue;118;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no
26.0;student;single;high.school;no;no;no;cellular;mar;thu;200;1;999;0;nonexistent;-1.8;92.84299999999999;-50.0;1.538;5099.1;yes
31.0;technician;married;university.degree;no;yes;no;telephone;jun;fri;59;3;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;no
;student;single;university.degree;no;yes;no;cellular;may;thu;200;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.266;5099.1;no
50.0;self-employed;married;unknown;no;unknown;unknown;cellular;jul;mon;506;2;999;0;nonexistent;-2.9;92.469;-33.6;0.914;5076.2;no
32.0;admin.;divorced;university.degree;no;yes;no;cellular;jul;thu;668;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no
30.0;admin.;single;university.degree;no;yes;no;cellular;jun;wed;617;2;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2;yes
56.0;entrepreneur;married;unknown;no;yes;no;cellular;jul;thu;478;2;999;0;nonexistent;-2.9;92.469;-33.6;1.072;5076.2;yes
31.0;technician;single;university.degree;no;yes;no;cellular;may;fri;1313;7;999;1;failure;-1.8;92.89299999999999;-46.2;1.25;5099.1;yes
47.0;admin.;married;high.school;no;yes;no;cellular;aug;mon;1152;3;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;yes
47.0;technician;single;professional.course;no;yes;no;cellular;jul;mon;365;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;yes
51.0;technician;married;professional.course;no;yes;no;cellular;aug;thu;47;13;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;no
41.0;technician;single;professional.course;no;no;no;cellular;may;mon;686;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;no
20.0;student;single;unknown;no;yes;no;telephone;may;wed;510;4;999;0;nonexistent;-1.8;93.876;-40.0;0.672;5008.7;yes
72.0;retired;divorced;basic.4y;no;no;no;cellular;aug;mon;152;1;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.861;5076.2;no
24.0;services;single;unknown;no;yes;no;cellular;mar;tue;305;13;999;0;nonexistent;-1.8;92.84299999999999;-50.0;1.7990000000000002;5099.1;yes
39.0;services;married;high.school;no;no;no;telephone;may;tue;919;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no
